"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1761","adminCanCreateUserWithCorrectDataTest()","","2026-08-13","passed","2026-08-13","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","4643","userCannotTransferBetweenTheirAccountWithInvalidDataTest(Double, String) [2] amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferBetweenTheirAccountWithInvalidDataTest"
"","8413","userCannotDepositWithoutSelectedAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.ui.AccountsDepositTest","iteration_2.ui.AccountsDepositTest","userCannotDepositWithoutSelectedAccountTest"
"","10406","authorizedUserCannotDepositToAnotherUsersAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","authorizedUserCannotDepositToAnotherUsersAccountTest"
"","4309","userCannotUpdateNameWithInValidDataTest(String, String) [4] name=yGitr6 NaxHf, errorValue=Name must contain two words with letters only","","2026-08-13","passed","2026-08-13","","iteration_2.api.UpdateNameUserTest","iteration_2.api.UpdateNameUserTest","userCannotUpdateNameWithInValidDataTest"
"","5874","unauthorizedUserCannotTransferBetweenOwnAccountsTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","unauthorizedUserCannotTransferBetweenOwnAccountsTest"
"","6295","adminCannotCrateUserWithInvalidDataTest()","","2026-08-13","passed","2026-08-13","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCannotCrateUserWithInvalidDataTest"
"","5104","userCannotDepositWithInvalidAmountTest(Double, String) [1] amount=-1.0, errorValue=Invalid account or amount","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCannotDepositWithInvalidAmountTest"
"","5486","userCannotTransferToNonExistentAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToNonExistentAccountTest"
"","8007","adminCanCrateUserTest()","","2026-08-13","passed","2026-08-13","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanCrateUserTest"
"","2057","userCannotTransferToExternalAccountWithInvalidDataTest(Double, String) [2] amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToExternalAccountWithInvalidDataTest"
"","7408","userCannotTransferFromNonExistentAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferFromNonExistentAccountTest"
"","5814","adminCannotTransferBetweenUserAccountsTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","adminCannotTransferBetweenUserAccountsTest"
"","4194","userCannotDepositWithInvalidAmountTest(Double, String) [3] amount=5000.01, errorValue=Deposit amount exceeds the 5000 limit","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCannotDepositWithInvalidAmountTest"
"","5854","userCanLoginWithCorrectDataTest()","","2026-08-13","passed","2026-08-13","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","10500","userCanDepositWithValidDataTest(Double) [1] amount=0.01","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCanDepositWithValidDataTest"
"","4397","userCannotDepositWithInvalidAmountTest(Double, String) [2] amount=0.0, errorValue=Invalid account or amount","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCannotDepositWithInvalidAmountTest"
"","4539","userCannotUpdateNameWithInValidDataTest(String, String) [3] name=HopruKenpB, errorValue=Name must contain two words with letters only","","2026-08-13","passed","2026-08-13","","iteration_2.api.UpdateNameUserTest","iteration_2.api.UpdateNameUserTest","userCannotUpdateNameWithInValidDataTest"
"","8839","userCannotTransferAmountExceedingBalanceToExternalAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferAmountExceedingBalanceToExternalAccountTest"
"","13493","userCannotTransferWithoutConfirmTest()","","2026-08-13","passed","2026-08-13","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCannotTransferWithoutConfirmTest"
"","3985","userCanCreateAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_1.api.CreateAccountTest","iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","7291","userCanCreateAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_1.ui.CreateAccountTest","iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","5397","adminCannotTransferFromUserAccountToAnotherUsersAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","adminCannotTransferFromUserAccountToAnotherUsersAccountTest"
"","12238","adminCannotDepositToUserAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","adminCannotDepositToUserAccountTest"
"","1","userCannotTransferWithInvalidDataTest()","","2026-08-13","skipped","2026-08-13","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCannotTransferWithInvalidDataTest"
"","4106","userCannotUpdateNameWithInValidDataTest(String, String) [1] name=, errorValue=Name must contain two words with letters only","","2026-08-13","passed","2026-08-13","","iteration_2.api.UpdateNameUserTest","iteration_2.api.UpdateNameUserTest","userCannotUpdateNameWithInValidDataTest"
"","2361","userCannotTransferToExternalAccountWithInvalidDataTest(Double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToExternalAccountWithInvalidDataTest"
"","5206","adminCanNotCreateUserWithInvalidDataTest(String, String, String, List) [1] username= , password=Password33$, role=USER, errors=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-13","passed","2026-08-13","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","1600","adminCanNotCreateUserWithInvalidDataTest(String, String, String, List) [2] username=ab, password=Password33$, role=USER, errors=[Username must be between 3 and 15 characters]","","2026-08-13","passed","2026-08-13","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","6170","userCanDepositWithValidDataTest(Double) [2] amount=4999.99","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCanDepositWithValidDataTest"
"","4193","userCanTransferBetweenTheirAccountWithValidDataTest(Double) [1] amount=0.01","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferBetweenTheirAccountWithValidDataTest"
"","6018","userCanTransferToExternalAccountWithValidDataTest(Double) [2] amount=9999.99","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferToExternalAccountWithValidDataTest"
"","0","userCanTransferWithValidDataTest()","","2026-08-13","skipped","2026-08-13","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCanTransferWithValidDataTest"
"","5089","unauthorizedUserCannotUpdateNameTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.UpdateNameUserTest","iteration_2.api.UpdateNameUserTest","unauthorizedUserCannotUpdateNameTest"
"","4160","userCanDepositWithValidDataTest(Double) [3] amount=5000.0","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCanDepositWithValidDataTest"
"","4","userCanUpdateNameWithValidDataTest()","","2026-08-13","skipped","2026-08-13","","iteration_2.ui.UpdateNameUserTest","iteration_2.ui.UpdateNameUserTest","userCanUpdateNameWithValidDataTest"
"","2774","unauthorizedUserCannotDepositFundsToAccountTest()","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","unauthorizedUserCannotDepositFundsToAccountTest"
"","2243","userCanTransferBetweenTheirAccountWithValidDataTest(Double) [2] amount=9999.99","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferBetweenTheirAccountWithValidDataTest"
"","9607","userCannotTransferToExternalAccountWithInvalidDataTest(Double, String) [1] amount=-1.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","2026-08-13","passed","2026-08-13","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToExternalAccountWithInvalidDataTest"
